;primary_title;original_title;release_year;duration;genres;rating;num_votes;is_romance;nconst_actor;actor;actor_birth_year;nconst_actress;actress;actress_birth_year;actress_age;actor_age;age_gap;actor_age_bin;actress_age_bin
434;Center Stage;Center Stage;2000;115;Drama,Music,Romance;6.7;21201.0;TRUE;nm0830059;Ethan Stiefel;1973;nm0776040;Amanda Schull;1978;22;27;5;(25.0, 30.0];(20.0, 25.0]
429;Meet the Parents;Meet the Parents;2000;108;Comedy,Romance;7.0;324654.0;TRUE;nm0001774;Ben Stiller;1965;nm0001632;Teri Polo;1969;31;35;4;(30.0, 35.0];(30.0, 35.0]
435;The Yards;The Yards;2000;115;Crime,Drama,Romance;6.4;20988.0;TRUE;nm0000242;Mark Wahlberg;1971;nm0000234;Charlize Theron;1975;25;29;4;(25.0, 30.0];(20.0, 25.0]
421;Bring It On;Bring It On;2000;98;Comedy,Romance,Sport;6.1;93393.0;TRUE;nm0103038;Jesse Bradford;1979;nm0000379;Kirsten Dunst;1982;18;21;3;(20.0, 25.0];(16.0, 20.0]
433;The Flintstones in Viva Rock Vegas;The Flintstones in Viva Rock Vegas;2000;90;Comedy,Family,Romance;3.7;23167.0;TRUE;nm0004692;Mark Addy;1964;nm0005060;Kristen Johnston;1967;33;36;3;(35.0, 40.0];(30.0, 35.0]
420;Loser;Loser;2000;98;Comedy,Romance;5.3;28668.0;TRUE;nm0004755;Jason Biggs;1978;nm0002546;Mena Suvari;1979;21;22;1;(20.0, 25.0];(20.0, 25.0]
426;Chocolat;Chocolat;2000;121;Drama,Romance;7.2;186783.0;TRUE;nm0000136;Johnny Depp;1963;nm0000300;Juliette Binoche;1964;36;37;1;(35.0, 40.0];(35.0, 40.0]
437;Bounce;Bounce;2000;106;Drama,Romance;5.7;20659.0;TRUE;nm0000255;Ben Affleck;1972;nm0000569;Gwyneth Paltrow;1972;28;28;0;(25.0, 30.0];(25.0, 30.0]
438;Love & Basketball;Love & Basketball;2000;124;Drama,Romance,Sport;7.2;20588.0;TRUE;nm0004898;Omar Epps;1973;nm0005125;Sanaa Lathan;1971;29;27;-2;(25.0, 30.0];(25.0, 30.0]
431;100 Girls;100 Girls;2000;94;Comedy,Romance;5.8;22698.0;TRUE;nm0006958;Jonathan Tucker;1982;nm0004825;Emmanuelle Chriqui;1975;25;18;-7;(16.0, 20.0];(20.0, 25.0]
428;The Beach;The Beach;2000;119;Adventure,Drama,Romance;6.7;232943.0;TRUE;nm0000138;Leonardo DiCaprio;1974;nm0842770;Virginie Ledoyen;1976;40;26;-14;(25.0, 30.0];(35.0, 40.0]
432;Before Night Falls;Before Night Falls;2000;133;Biography,Drama,Romance;7.2;24895.0;TRUE;nm0000849;Javier Bardem;1969;nm0307638;Olatz López Garmendia;1980;;31;;(30.0, 35.0];
440;Entrapment;Entrapment;1999;113;Action,Crime,Romance;6.3;113110.0;TRUE;nm0000125;Sean Connery;1930;nm0001876;Catherine Zeta-Jones;1969;30;69;39;(65.0, 81.0];(25.0, 30.0]
442;Runaway Bride;Runaway Bride;1999;116;Comedy,Romance;5.6;96703.0;TRUE;nm0000152;Richard Gere;1949;nm0000210;Julia Roberts;1967;32;50;18;(45.0, 50.0];(30.0, 35.0]
441;Election;Election;1999;103;Comedy,Romance;7.2;95051.0;TRUE;nm0000111;Matthew Broderick;1962;nm0000702;Reese Witherspoon;1976;23;37;14;(35.0, 40.0];(20.0, 25.0]
454;Message in a Bottle;Message in a Bottle;1999;126;Drama,Romance;6.3;37615.0;TRUE;nm0000126;Kevin Costner;1955;nm0000705;Robin Wright;1966;33;44;11;(40.0, 45.0];(30.0, 35.0]
444;Notting Hill;Notting Hill;1999;124;Comedy,Drama,Romance;7.1;297084.0;TRUE;nm0000424;Hugh Grant;1960;nm0000210;Julia Roberts;1967;32;39;7;(35.0, 40.0];(30.0, 35.0]
455;Anna and the King;Anna and the King;1999;148;Drama,History,Romance;6.7;36922.0;TRUE;nm0000334;Chow Yun-Fat;1955;nm0000149;Jodie Foster;1962;37;44;7;(40.0, 45.0];(35.0, 40.0]
458;For Love of the Game;For Love of the Game;1999;137;Drama,Romance,Sport;6.6;34184.0;TRUE;nm0000126;Kevin Costner;1955;nm0000593;Kelly Preston;1962;37;44;7;(40.0, 45.0];(35.0, 40.0]
445;The Virgin Suicides;The Virgin Suicides;1999;97;Drama,Romance;7.2;150750.0;TRUE;nm0001326;Josh Hartnett;1978;nm0000379;Kirsten Dunst;1982;17;21;4;(20.0, 25.0];(16.0, 20.0]
451;Never Been Kissed;Never Been Kissed;1999;107;Comedy,Drama,Romance;6.1;88280.0;TRUE;nm0000274;David Arquette;1971;nm0000106;Drew Barrymore;1975;24;28;4;(25.0, 30.0];(20.0, 25.0]
446;Cruel Intentions;Cruel Intentions;1999;97;Drama,Romance;6.8;187438.0;TRUE;nm0000202;Ryan Phillippe;1974;nm0001264;Sarah Michelle Gellar;1977;22;25;3;(20.0, 25.0];(20.0, 25.0]
449;She's All That;She's All That;1999;95;Comedy,Romance;5.9;93138.0;TRUE;nm0005327;Freddie Prinze Jr.;1976;nm0000337;Rachael Leigh Cook;1979;20;23;3;(20.0, 25.0];(16.0, 20.0]
452;Deuce Bigalow: Male Gigolo;Deuce Bigalow: Male Gigolo;1999;88;Comedy,Romance;5.7;73825.0;TRUE;nm0001705;Rob Schneider;1963;nm0054397;Arija Bareikis;1966;33;36;3;(35.0, 40.0];(30.0, 35.0]
453;Summer of Sam;Summer of Sam;1999;142;Crime,Drama,Romance;6.7;37992.0;TRUE;nm0000491;John Leguizamo;1964;nm0000227;Mira Sorvino;1967;32;35;3;(30.0, 35.0];(30.0, 35.0]
456;Mickey Blue Eyes;Mickey Blue Eyes;1999;102;Comedy,Crime,Romance;5.9;36248.0;TRUE;nm0000424;Hugh Grant;1960;nm0000675;Jeanne Tripplehorn;1963;36;39;3;(35.0, 40.0];(35.0, 40.0]
448;10 Things I Hate About You;10 Things I Hate About You;1999;97;Comedy,Drama,Romance;7.3;321477.0;TRUE;nm0005132;Heath Ledger;1979;nm0005466;Julia Stiles;1981;18;20;2;(16.0, 20.0];(16.0, 20.0]
447;The Thomas Crown Affair;The Thomas Crown Affair;1999;113;Crime,Romance,Thriller;6.9;91145.0;TRUE;nm0000112;Pierce Brosnan;1953;nm0000623;Rene Russo;1954;45;46;1;(45.0, 50.0];(40.0, 45.0]
443;The Cider House Rules;The Cider House Rules;1999;126;Drama,Romance;7.4;96865.0;TRUE;nm0001497;Tobey Maguire;1975;nm0000234;Charlize Theron;1975;24;24;0;(20.0, 25.0];(20.0, 25.0]
459;Forces of Nature;Forces of Nature;1999;105;Comedy,Romance;5.5;33693.0;TRUE;nm0000255;Ben Affleck;1972;nm0000113;Sandra Bullock;1964;35;27;-8;(25.0, 30.0];(30.0, 35.0]
473;Playing by Heart;Playing by Heart;1998;121;Comedy,Drama,Romance;7.0;19342.0;TRUE;nm0000125;Sean Connery;1930;nm0000096;Gena Rowlands;1930;30;68;38;(65.0, 81.0];(25.0, 30.0]
470;Bulworth;Bulworth;1998;108;Comedy,Drama,Romance;6.8;25855.0;TRUE;nm0000886;Warren Beatty;1937;nm0000932;Halle Berry;1966;32;61;29;(60.0, 65.0];(30.0, 35.0]
479;The Horse Whisperer;The Horse Whisperer;1998;169;Drama,Romance,Western;6.6;40634.0;TRUE;nm0000602;Robert Redford;1936;nm0000218;Kristin Scott Thomas;1960;38;62;24;(60.0, 65.0];(35.0, 40.0]
475;The Opposite of Sex;The Opposite of Sex;1998;105;Comedy,Drama,Romance;6.4;20861.0;TRUE;nm0233027;Martin Donovan;1957;nm0000207;Christina Ricci;1980;18;41;23;(40.0, 45.0];(16.0, 20.0]
471;Buffalo '66;Buffalo '66;1998;110;Comedy,Drama,Romance;7.5;52282.0;TRUE;nm0001252;Vincent Gallo;1961;nm0000207;Christina Ricci;1980;18;37;19;(35.0, 40.0];(16.0, 20.0]
460;The Wedding Singer;The Wedding Singer;1998;97;Comedy,Music,Romance;6.9;144373.0;TRUE;nm0001191;Adam Sandler;1966;nm0000106;Drew Barrymore;1975;23;32;9;(30.0, 35.0];(20.0, 25.0]
462;What Dreams May Come;What Dreams May Come;1998;113;Drama,Fantasy,Romance;7.0;106843.0;TRUE;nm0000245;Robin Williams;1951;nm0001711;Annabella Sciorra;1960;38;47;9;(45.0, 50.0];(35.0, 40.0]
461;Blast from the Past;Blast from the Past;1998;112;Comedy,Drama,Romance;6.6;63181.0;TRUE;nm0000409;Brendan Fraser;1968;nm0000224;Alicia Silverstone;1976;22;30;8;(25.0, 30.0];(20.0, 25.0]
467;Meet Joe Black;Meet Joe Black;1998;178;Drama,Fantasy,Romance;7.2;230300.0;TRUE;nm0000093;Brad Pitt;1963;nm0001231;Claire Forlani;1971;27;35;8;(30.0, 35.0];(25.0, 30.0]
468;There's Something About Mary;There's Something About Mary;1998;119;Comedy,Romance;7.1;303838.0;TRUE;nm0000369;Matt Dillon;1964;nm0000139;Cameron Diaz;1972;26;34;8;(30.0, 35.0];(25.0, 30.0]
466;You've Got Mail;You've Got Mail;1998;119;Comedy,Drama,Romance;6.7;206570.0;TRUE;nm0000158;Tom Hanks;1956;nm0000212;Meg Ryan;1961;37;42;5;(40.0, 45.0];(35.0, 40.0]
476;Dangerous Beauty;Dangerous Beauty;1998;111;Biography,Drama,Romance;7.2;17183.0;TRUE;nm0001722;Rufus Sewell;1967;nm0001517;Catherine McCormack;1972;26;31;5;(30.0, 35.0];(25.0, 30.0]
478;Dil Se..;Dil Se..;1998;144;Drama,Romance;7.6;28107.0;TRUE;nm0451321;Shah Rukh Khan;1965;nm0463539;Manisha Koirala;1970;28;33;5;(30.0, 35.0];(25.0, 30.0]
464;Great Expectations;Great Expectations;1998;111;Drama,Romance;6.8;53048.0;TRUE;nm0000160;Ethan Hawke;1970;nm0000569;Gwyneth Paltrow;1972;26;28;2;(25.0, 30.0];(25.0, 30.0]
472;Can't Hardly Wait;Can't Hardly Wait;1998;100;Comedy,Romance;6.5;49010.0;TRUE;nm0256121;Ethan Embry;1978;nm0001349;Jennifer Love Hewitt;1979;19;20;1;(16.0, 20.0];(16.0, 20.0]
469;A Night at the Roxbury;A Night at the Roxbury;1998;82;Comedy,Music,Romance;6.2;59675.0;TRUE;nm0441592;Chris Kattan;1970;nm0307074;Raquel Gardner;1970;28;28;0;(25.0, 30.0];(25.0, 30.0]
474;The Object of My Affection;The Object of My Affection;1998;111;Comedy,Drama,Romance;6.0;19718.0;TRUE;nm0748620;Paul Rudd;1969;nm0000098;Jennifer Aniston;1969;29;29;0;(25.0, 30.0];(25.0, 30.0]
463;City of Angels;City of Angels;1998;114;Drama,Fantasy,Romance;6.7;118233.0;TRUE;nm0000115;Nicolas Cage;1964;nm0000212;Meg Ryan;1961;37;34;-3;(30.0, 35.0];(35.0, 40.0]
477;Hope Floats;Hope Floats;1998;114;Drama,Romance;6.1;26681.0;TRUE;nm0001065;Harry Connick Jr.;1967;nm0000113;Sandra Bullock;1964;34;31;-3;(30.0, 35.0];(30.0, 35.0]
465;Rushmore;Rushmore;1998;93;Comedy,Drama,Romance;7.7;179834.0;TRUE;nm0005403;Jason Schwartzman;1980;nm0931404;Olivia Williams;1968;30;18;-12;(16.0, 20.0];(25.0, 30.0]
486;Lolita;Lolita;1997;137;Drama,Romance;6.9;56376.0;TRUE;nm0000460;Jeremy Irons;1948;nm0000663;Dominique Swain;1980;17;49;32;(45.0, 50.0];(16.0, 20.0]
482;As Good as It Gets;As Good as It Gets;1997;139;Comedy,Drama,Romance;7.7;290989.0;TRUE;nm0000197;Jack Nicholson;1937;nm0000166;Helen Hunt;1963;34;60;26;(55.0, 60.0];(30.0, 35.0]
487;In & Out;In & Out;1997;90;Comedy,Romance;6.4;40925.0;TRUE;nm0000177;Kevin Kline;1947;nm0000349;Joan Cusack;1962;35;50;15;(45.0, 50.0];(30.0, 35.0]
498;Out to Sea;Out to Sea;1997;106;Comedy,Romance;6.1;8651.0;TRUE;nm0000493;Jack Lemmon;1925;nm0001007;Dyan Cannon;1937;60;72;12;(65.0, 81.0];(55.0, 60.0]
496;The Beautician and the Beast;The Beautician and the Beast;1997;105;Comedy,Romance;5.5;9187.0;TRUE;nm0001096;Timothy Dalton;1946;nm0000376;Fran Drescher;1957;40;51;11;(50.0, 55.0];(35.0, 40.0]
480;The Boxer;The Boxer;1997;113;Drama,Romance,Sport;7.0;20339.0;TRUE;nm0000358;Daniel Day-Lewis;1957;nm0001833;Emily Watson;1967;30;40;10;(35.0, 40.0];(25.0, 30.0]
492;Fathers' Day;Fathers' Day;1997;98;Comedy,Romance;5.3;15465.0;TRUE;nm0000245;Robin Williams;1951;nm0000506;Julia Louis-Dreyfus;1961;36;46;10;(45.0, 50.0];(35.0, 40.0]
495;Fever Pitch;Fever Pitch;1997;102;Comedy,Drama,Romance;6.7;10828.0;TRUE;nm0000147;Colin Firth;1960;nm0312587;Ruth Gemmell;1967;30;37;7;(35.0, 40.0];(25.0, 30.0]
491;She's So Lovely;She's So Lovely;1997;100;Drama,Romance;5.9;8292.0;TRUE;nm0000576;Sean Penn;1960;nm0000705;Robin Wright;1966;31;37;6;(35.0, 40.0];(30.0, 35.0]
483;My Best Friend's Wedding;My Best Friend's Wedding;1997;105;Comedy,Drama,Romance;6.3;138068.0;TRUE;nm0000551;Dermot Mulroney;1963;nm0000210;Julia Roberts;1967;30;34;4;(30.0, 35.0];(25.0, 30.0]
485;The Saint;The Saint;1997;116;Action,Adventure,Romance;6.2;66589.0;TRUE;nm0000174;Val Kilmer;1959;nm0000223;Elisabeth Shue;1963;34;38;4;(35.0, 40.0];(30.0, 35.0]
493;Inventing the Abbotts;Inventing the Abbotts;1997;110;Drama,Romance;6.4;12529.0;TRUE;nm0001618;Joaquin Phoenix;1974;nm0000239;Liv Tyler;1977;20;23;3;(20.0, 25.0];(16.0, 20.0]
494;The Wings of the Dove;The Wings of the Dove;1997;102;Drama,Romance;7.1;12164.0;TRUE;nm0730070;Linus Roache;1964;nm0000307;Helena Bonham Carter;1966;31;33;2;(30.0, 35.0];(30.0, 35.0]
489;Addicted to Love;Addicted to Love;1997;100;Comedy,Romance;6.1;24460.0;TRUE;nm0000111;Matthew Broderick;1962;nm0000212;Meg Ryan;1961;36;35;-1;(30.0, 35.0];(35.0, 40.0]
490;Picture Perfect;Picture Perfect;1997;101;Comedy,Drama,Romance;5.5;19915.0;TRUE;nm0001542;Jay Mohr;1970;nm0000098;Jennifer Aniston;1969;28;27;-1;(25.0, 30.0];(25.0, 30.0]
488;Fools Rush In;Fools Rush In;1997;109;Comedy,Drama,Romance;6.1;35107.0;TRUE;nm0001612;Matthew Perry;1969;nm0000161;Salma Hayek;1966;31;28;-3;(25.0, 30.0];(30.0, 35.0]
497;Booty Call;Booty Call;1997;79;Comedy,Romance;5.5;8765.0;TRUE;nm0004937;Jamie Foxx;1967;nm0000407;Vivica A. Fox;1964;33;30;-3;(25.0, 30.0];(30.0, 35.0]
484;Chasing Amy;Chasing Amy;1997;113;Comedy,Drama,Romance;7.2;136087.0;TRUE;nm0000255;Ben Affleck;1972;nm0000725;Joey Lauren Adams;1968;29;25;-4;(20.0, 25.0];(25.0, 30.0]
481;Good Will Hunting;Good Will Hunting;1997;126;Drama,Romance;8.3;918482.0;TRUE;;Matt Damon;1970;;Minnie Driver;1970;;;;;
511;Stealing Beauty;Stealing Beauty;1996;118;Drama,Mystery,Romance;6.6;27629.0;TRUE;nm0000460;Jeremy Irons;1948;nm0000239;Liv Tyler;1977;19;48;29;(45.0, 50.0];(16.0, 20.0]
501;Emma;Emma;1996;120;Comedy,Drama,Romance;6.7;38065.0;TRUE;nm0181920;James Cosmo;1948;nm0000569;Gwyneth Paltrow;1972;24;48;24;(45.0, 50.0];(20.0, 25.0]
519;Up Close & Personal;Up Close & Personal;1996;124;Drama,Romance;6.2;14267.0;TRUE;nm0000602;Robert Redford;1936;nm0000201;Michelle Pfeiffer;1958;38;60;22;(55.0, 60.0];(35.0, 40.0]
515;Brassed Off;Brassed Off;1996;108;Comedy,Drama,Romance;7.2;19504.0;TRUE;nm0000592;Pete Postlethwaite;1946;nm0001216;Tara Fitzgerald;1967;29;50;21;(45.0, 50.0];(25.0, 30.0]
518;Mary Reilly;Mary Reilly;1996;108;Drama,Horror,Romance;5.8;14760.0;TRUE;nm0000518;John Malkovich;1953;nm0000210;Julia Roberts;1967;29;43;14;(40.0, 45.0];(25.0, 30.0]
500;Phenomenon;Phenomenon;1996;123;Drama,Fantasy,Romance;6.4;78022.0;TRUE;nm0000237;John Travolta;1954;nm0001718;Kyra Sedgwick;1965;31;42;11;(40.0, 45.0];(30.0, 35.0]
505;The Nutty Professor;The Nutty Professor;1996;95;Comedy,Romance,Sci-Fi;5.6;114958.0;TRUE;nm0000552;Eddie Murphy;1961;nm0000586;Jada Pinkett Smith;1971;25;35;10;(30.0, 35.0];(20.0, 25.0]
509;Everyone Says I Love You;Everyone Says I Love You;1996;101;Comedy,Musical,Romance;6.7;36655.0;TRUE;nm0000095;Woody Allen;1935;nm0000443;Goldie Hawn;1945;51;61;10;(60.0, 65.0];(50.0, 55.0]
504;Beautiful Girls;Beautiful Girls;1996;112;Comedy,Drama,Romance;7.1;32637.0;TRUE;nm0000369;Matt Dillon;1964;nm0001272;Annabeth Gish;1971;25;32;7;(30.0, 35.0];(20.0, 25.0]
508;Jerry Maguire;Jerry Maguire;1996;139;Comedy,Drama,Romance;7.3;256268.0;TRUE;nm0000129;Tom Cruise;1962;nm0000250;Renée Zellweger;1969;27;34;7;(30.0, 35.0];(25.0, 30.0]
510;Multiplicity;Multiplicity;1996;117;Comedy,Romance,Sci-Fi;6.1;31973.0;TRUE;nm0000474;Michael Keaton;1951;nm0000510;Andie MacDowell;1958;38;45;7;(40.0, 45.0];(35.0, 40.0]
507;Romeo + Juliet;Romeo + Juliet;1996;120;Drama,Romance;6.7;221246.0;TRUE;nm0000138;Leonardo DiCaprio;1974;nm0000132;Claire Danes;1979;17;22;5;(20.0, 25.0];(16.0, 20.0]
506;The English Patient;The English Patient;1996;162;Drama,Romance,War;7.4;186075.0;TRUE;nm0000146;Ralph Fiennes;1962;nm0000300;Juliette Binoche;1964;32;34;2;(30.0, 35.0];(30.0, 35.0]
517;She's the One;She's the One;1996;96;Comedy,Drama,Romance;6.0;17236.0;TRUE;nm0122653;Edward Burns;1968;nm0000098;Jennifer Aniston;1969;27;28;1;(25.0, 30.0];(25.0, 30.0]
512;The Truth About Cats & Dogs;The Truth About Cats & Dogs;1996;97;Comedy,Romance;6.3;27370.0;TRUE;nm0001035;Ben Chaplin;1970;nm0000235;Uma Thurman;1970;26;26;0;(25.0, 30.0];(25.0, 30.0]
503;Tin Cup;Tin Cup;1996;135;Comedy,Drama,Romance;6.4;48911.0;TRUE;nm0000126;Kevin Costner;1955;nm0000623;Rene Russo;1954;42;41;-1;(40.0, 45.0];(40.0, 45.0]
502;One Fine Day;One Fine Day;1996;108;Comedy,Drama,Romance;6.5;45488.0;TRUE;nm0000123;George Clooney;1961;nm0000201;Michelle Pfeiffer;1958;38;35;-3;(30.0, 35.0];(35.0, 40.0]
516;The Mirror Has Two Faces;The Mirror Has Two Faces;1996;126;Comedy,Drama,Romance;6.6;19215.0;TRUE;nm0000313;Jeff Bridges;1949;nm0000659;Barbra Streisand;1942;54;47;-7;(45.0, 50.0];(50.0, 55.0]
514;Big Night;Big Night;1996;109;Drama,Romance;7.3;19631.0;TRUE;;Stanley Tucci;1960;;Isabella Rossellini;1952;;;;;
533;Mighty Aphrodite;Mighty Aphrodite;1995;95;Comedy,Fantasy,Romance;7.0;39733.0;TRUE;nm0000095;Woody Allen;1935;nm0000227;Mira Sorvino;1967;28;60;32;(55.0, 60.0];(25.0, 30.0]
523;The Quick and the Dead;The Quick and the Dead;1995;108;Action,Romance,Thriller;6.5;90765.0;TRUE;nm0000432;Russell Crowe;1964;nm0000232;Sharon Stone;1958;37;65;28;(60.0, 65.0];(35.0, 40.0]
532;Sabrina;Sabrina;1995;127;Comedy,Drama,Romance;6.3;39824.0;TRUE;nm0000148;Harrison Ford;1942;nm0000566;Julia Ormond;1965;30;53;23;(50.0, 55.0];(25.0, 30.0]
537;Grumpier Old Men;Grumpier Old Men;1995;101;Comedy,Romance;6.7;26484.0;TRUE;nm0000527;Walter Matthau;1920;nm0000268;Ann-Margret;1941;54;75;21;(65.0, 81.0];(50.0, 55.0]
522;The Bridges of Madison County;The Bridges of Madison County;1995;135;Drama,Romance;7.6;78533.0;TRUE;nm0000142;Clint Eastwood;1930;nm0000658;Meryl Streep;1949;46;65;19;(60.0, 65.0];(45.0, 50.0]
525;French Kiss;French Kiss;1995;111;Comedy,Drama,Romance;6.6;49154.0;TRUE;nm0000177;Kevin Kline;1947;nm0000212;Meg Ryan;1961;34;48;14;(45.0, 50.0];(30.0, 35.0]
529;The American President;The American President;1995;114;Comedy,Drama,Romance;6.8;56094.0;TRUE;nm0000140;Michael Douglas;1944;nm0000906;Annette Bening;1958;37;51;14;(50.0, 55.0];(35.0, 40.0]
524;While You Were Sleeping;While You Were Sleeping;1995;103;Comedy,Drama,Romance;6.7;99156.0;TRUE;nm0000597;Bill Pullman;1953;nm0000113;Sandra Bullock;1964;31;42;11;(40.0, 45.0];(30.0, 35.0]
520;Sense and Sensibility;Sense and Sensibility;1995;136;Drama,Romance;7.7;111383.0;TRUE;nm0281424;James Fleet;1952;nm0000668;Emma Thompson;1959;36;43;7;(40.0, 45.0];(35.0, 40.0]
528;Clueless;Clueless;1995;97;Comedy,Romance;6.9;203288.0;TRUE;nm0748620;Paul Rudd;1969;nm0000224;Alicia Silverstone;1976;19;26;7;(25.0, 30.0];(16.0, 20.0]
539;The Englishman Who Went Up a Hill But Came Down a Mountain;The Englishman Who Went Up a Hill But Came Down a Mountain;1995;99;Comedy,Drama,Romance;6.6;17155.0;TRUE;nm0000424;Hugh Grant;1960;nm0001216;Tara Fitzgerald;1967;28;35;7;(30.0, 35.0];(25.0, 30.0]
535;A Walk in the Clouds;A Walk in the Clouds;1995;102;Drama,Romance;6.7;33439.0;TRUE;nm0000206;Keanu Reeves;1964;nm0845209;Aitana Sánchez-Gijón;1968;27;31;4;(30.0, 35.0];(25.0, 30.0]
521;Hackers;Hackers;1995;105;Crime,Drama,Romance;6.3;68375.0;TRUE;nm0001538;Jonny Lee Miller;1972;nm0001401;Angelina Jolie;1975;20;23;3;(20.0, 25.0];(16.0, 20.0]
531;Father of the Bride Part II;Father of the Bride Part II;1995;106;Comedy,Family,Romance;6.1;37059.0;TRUE;nm0000188;Steve Martin;1945;nm0000473;Diane Keaton;1946;49;50;1;(45.0, 50.0];(45.0, 50.0]
534;Nine Months;Nine Months;1995;103;Comedy,Romance;5.5;36472.0;TRUE;nm0000424;Hugh Grant;1960;nm0000194;Julianne Moore;1960;35;35;0;(30.0, 35.0];(30.0, 35.0]
526;Leaving Las Vegas;Leaving Las Vegas;1995;111;Drama,Romance;7.5;120567.0;TRUE;nm0000115;Nicolas Cage;1964;nm0000223;Elisabeth Shue;1963;32;31;-1;(30.0, 35.0];(30.0, 35.0]
527;Mallrats;Mallrats;1995;94;Comedy,Romance;7.1;120630.0;TRUE;nm0518718;Jeremy London;1972;nm0001147;Shannen Doherty;1971;24;23;-1;(20.0, 25.0];(20.0, 25.0]
530;Before Sunrise;Before Sunrise;1995;101;Drama,Romance;8.1;292311.0;TRUE;nm0000160;Ethan Hawke;1970;nm0000365;Julie Delpy;1969;26;25;-1;(20.0, 25.0];(25.0, 30.0]
538;It Takes Two;It Takes Two;1995;101;Comedy,Family,Romance;5.9;22121.0;TRUE;nm0000430;Steve Guttenberg;1958;nm0000263;Kirstie Alley;1951;44;37;-7;(35.0, 40.0];(40.0, 45.0]
543;Wolf;Wolf;1994;125;Drama,Horror,Romance;6.2;55175.0;TRUE;nm0000197;Jack Nicholson;1937;nm0000201;Michelle Pfeiffer;1958;36;57;21;(55.0, 60.0];(35.0, 40.0]
559;Color of Night;Color of Night;1994;121;Drama,Mystery,Romance;5.2;23710.0;TRUE;nm0000246;Bruce Willis;1955;nm0001506;Jane March;1973;21;39;18;(35.0, 40.0];(20.0, 25.0]
546;Junior;Junior;1994;109;Comedy,Romance,Sci-Fi;4.7;67809.0;TRUE;nm0000216;Arnold Schwarzenegger;1947;nm0000668;Emma Thompson;1959;35;47;12;(45.0, 50.0];(30.0, 35.0]
540;Forrest Gump;Forrest Gump;1994;142;Drama,Romance;8.8;1947951.0;TRUE;nm0000158;Tom Hanks;1956;nm0000705;Robin Wright;1966;28;38;10;(35.0, 40.0];(25.0, 30.0]
542;Andaz Apna Apna;Andaz Apna Apna;1994;160;Action,Comedy,Romance;8.1;52301.0;TRUE;nm0451148;Aamir Khan;1965;nm0849199;Raveena Tandon;1974;20;29;9;(25.0, 30.0];(16.0, 20.0]
552;The Jungle Book;The Jungle Book;1994;111;Adventure,Family,Romance;6.1;17511.0;TRUE;nm0001462;Jason Scott Lee;1966;nm0372176;Lena Headey;1973;21;28;7;(25.0, 30.0];(20.0, 25.0]
550;When a Man Loves a Woman;When a Man Loves a Woman;1994;126;Drama,Romance;6.6;21614.0;TRUE;nm0000412;Andy Garcia;1956;nm0000212;Meg Ryan;1961;33;38;5;(35.0, 40.0];(30.0, 35.0]
556;I.Q.;I.Q.;1994;100;Comedy,Romance;6.2;24896.0;TRUE;nm0000209;Tim Robbins;1958;nm0000212;Meg Ryan;1961;33;36;3;(35.0, 40.0];(30.0, 35.0]
548;Legends of the Fall;Legends of the Fall;1994;133;Drama,Romance,War;7.5;159245.0;TRUE;nm0000093;Brad Pitt;1963;nm0000566;Julia Ormond;1965;29;31;2;(30.0, 35.0];(25.0, 30.0]
544;The Little Rascals;The Little Rascals;1994;82;Comedy,Family,Romance;6.3;47566.0;TRUE;nm0853779;Travis Tedford;1988;nm0391762;Brittany Ashton Holmes;1989;5;6;1;(0.0, 12.0];(0.0, 12.0]
549;Reality Bites;Reality Bites;1994;99;Comedy,Drama,Romance;6.6;48620.0;TRUE;nm0000160;Ethan Hawke;1970;nm0000213;Winona Ryder;1971;23;24;1;(20.0, 25.0];(20.0, 25.0]
554;Corrina, Corrina;Corrina, Corrina;1994;115;Comedy,Drama,Romance;6.6;13047.0;TRUE;nm0000501;Ray Liotta;1954;nm0000155;Whoopi Goldberg;1955;39;40;1;(35.0, 40.0];(35.0, 40.0]
551;It Could Happen to You;It Could Happen to You;1994;101;Comedy,Drama,Romance;6.4;38461.0;TRUE;nm0000115;Nicolas Cage;1964;nm0000403;Bridget Fonda;1964;30;30;0;(25.0, 30.0];(25.0, 30.0]
553;Threesome;Threesome;1994;93;Comedy,Drama,Romance;6.3;13017.0;TRUE;nm0001038;Josh Charles;1971;nm0001223;Lara Flynn Boyle;1970;24;23;-1;(20.0, 25.0];(20.0, 25.0]
557;Only You;Only You;1994;109;Comedy,Romance;6.5;22222.0;TRUE;nm0000375;Robert Downey Jr.;1965;nm0000673;Marisa Tomei;1964;30;29;-1;(25.0, 30.0];(25.0, 30.0]
547;Four Weddings and a Funeral;Four Weddings and a Funeral;1994;117;Comedy,Drama,Romance;7.1;148130.0;TRUE;nm0000424;Hugh Grant;1960;nm0000510;Andie MacDowell;1958;36;34;-2;(30.0, 35.0];(35.0, 40.0]
555;Terminal Velocity;Terminal Velocity;1994;102;Action,Mystery,Romance;5.5;13561.0;TRUE;nm0000221;Charlie Sheen;1965;nm0000176;Nastassja Kinski;1961;33;29;-4;(25.0, 30.0];(30.0, 35.0]
558;The Last Seduction;The Last Seduction;1994;110;Crime,Drama,Romance;7.1;22837.0;TRUE;nm0000916;Peter Berg;1964;nm0000400;Linda Fiorentino;1958;36;30;-6;(25.0, 30.0];(35.0, 40.0]
